iteration,current_obj,best_obj
0,884.539,884.539
1,861.115,861.115
2,869.4,861.115
3,899.558,861.115
4,899.558,861.115
5,882.148,861.115
6,882.148,861.115
7,882.148,861.115
8,890.785,861.115
9,890.864,861.115
10,881.455,861.115
11,881.455,861.115
12,881.455,861.115
13,1531.06,861.115
14,1812.03,861.115
15,1549.03,861.115
16,1549.03,861.115
17,861.082,861.082
18,861.082,861.082
19,861.082,861.082
20,830.68,830.68
21,1191.07,830.68
22,1191.07,830.68
23,1191.07,830.68
24,1191.07,830.68
25,1191.07,830.68
26,1157.16,830.68
27,1141.65,830.68
28,1141.65,830.68
29,1141.65,830.68
30,1141.65,830.68
31,1107.86,830.68
32,1683.37,830.68
33,1176.54,830.68
34,1176.54,830.68
35,1201.74,830.68
36,1201.74,830.68
37,1190.16,830.68
38,1200.23,830.68
39,1504.79,830.68
40,1517.99,830.68
41,1860.03,830.68
42,1594.74,830.68
43,2288.71,830.68
44,1802.71,830.68
45,996.596,830.68
46,905.08,830.68
47,888.545,830.68
48,888.545,830.68
49,972.323,830.68
50,972.323,830.68
51,972.323,830.68
52,891.648,830.68
53,1099.11,830.68
54,1871.21,830.68
55,1250.67,830.68
56,1250.67,830.68
57,1053.63,830.68
58,1053.63,830.68
59,1916,830.68
60,1627.91,830.68
61,1627.91,830.68
62,2516.3,830.68
63,2516.3,830.68
64,2438.4,830.68
65,2946.46,830.68
66,2992.14,830.68
67,986.997,830.68
68,1266.55,830.68
69,1266.55,830.68
70,895.974,830.68
71,895.974,830.68
72,895.974,830.68
73,895.974,830.68
74,895.974,830.68
75,895.974,830.68
76,895.974,830.68
77,878.377,830.68
78,829.96,829.96
79,800.018,800.018
80,819.363,800.018
81,862.3,800.018
82,871.227,800.018
83,871.227,800.018
84,3449.69,800.018
85,976.451,800.018
86,938.729,800.018
87,846.267,800.018
88,846.267,800.018
89,846.267,800.018
90,840.184,800.018
91,858.272,800.018
92,801.695,800.018
93,801.695,800.018
94,824.098,800.018
95,879.34,800.018
96,2142.49,800.018
97,1024.83,800.018
98,796.932,796.932
99,1012.76,796.932
100,1542.47,796.932
