iteration,type,operator_id,weight
618,destroy,1,4.25879
618,destroy,2,3.24582
618,repair,0,2.48012
618,repair,1,4.22299
619,destroy,0,3.27899
619,destroy,1,4.25879
619,destroy,2,3.24582
619,repair,0,2.48012
619,repair,1,4.22299
620,destroy,0,3.27899
620,destroy,1,4.25879
620,destroy,2,3.24582
620,repair,0,2.48012
620,repair,1,4.22299
621,destroy,0,3.27899
621,destroy,1,4.25879
621,destroy,2,3.24582
621,repair,0,2.48012
621,repair,1,4.22299
622,destroy,0,3.27899
622,destroy,1,4.25879
622,destroy,2,3.24582
622,repair,0,2.48012
622,repair,1,4.22299
623,destroy,0,3.27899
623,destroy,1,4.25879
623,destroy,2,3.24582
623,repair,0,2.48012
623,repair,1,4.22299
624,destroy,0,3.27899
624,destroy,1,4.25879
624,destroy,2,3.24582
624,repair,0,2.48012
624,repair,1,4.22299
625,destroy,0,3.27899
625,destroy,1,4.25879
625,destroy,2,3.24582
625,repair,0,2.48012
625,repair,1,4.22299
626,destroy,0,3.27899
626,destroy,1,4.25879
626,destroy,2,3.24582
626,repair,0,2.48012
626,repair,1,4.22299
627,destroy,0,3.27899
627,destroy,1,4.25879
627,destroy,2,3.24582
627,repair,0,2.48012
627,repair,1,4.22299
628,destroy,0,3.27899
628,destroy,1,4.25879
628,destroy,2,3.24582
628,repair,0,2.48012
628,repair,1,4.22299
629,destroy,0,3.27899
629,destroy,1,4.25879
629,destroy,2,3.24582
629,repair,0,2.48012
629,repair,1,4.22299
630,destroy,0,3.27899
630,destroy,1,4.25879
630,destroy,2,3.24582
630,repair,0,2.48012
630,repair,1,4.22299
631,destroy,0,3.27899
631,destroy,1,4.25879
631,destroy,2,3.24582
631,repair,0,2.48012
631,repair,1,4.22299
632,destroy,0,3.27899
632,destroy,1,4.25879
632,destroy,2,3.24582
632,repair,0,2.48012
632,repair,1,4.22299
633,destroy,0,3.27899
633,destroy,1,4.25879
633,destroy,2,3.24582
633,repair,0,2.48012
633,repair,1,4.22299
634,destroy,0,3.27899
634,destroy,1,4.25879
634,destroy,2,3.24582
634,repair,0,2.48012
634,repair,1,4.22299
635,destroy,0,3.27899
635,destroy,1,4.25879
635,destroy,2,3.24582
635,repair,0,2.48012
635,repair,1,4.22299
636,destroy,0,3.27899
636,destroy,1,4.25879
636,destroy,2,3.24582
636,repair,0,2.48012
636,repair,1,4.22299
637,destroy,0,3.27899
637,destroy,1,4.25879
637,destroy,2,3.24582
637,repair,0,2.48012
637,repair,1,4.22299
638,destroy,0,3.27899
638,destroy,1,4.25879
638,destroy,2,3.24582
638,repair,0,2.48012
638,repair,1,4.22299
639,destroy,0,3.27899
639,destroy,1,4.25879
639,destroy,2,3.24582
639,repair,0,2.48012
639,repair,1,4.22299
640,destroy,0,3.27899
640,destroy,1,4.25879
640,destroy,2,3.24582
640,repair,0,2.48012
640,repair,1,4.22299
641,destroy,0,3.27899
641,destroy,1,4.25879
641,destroy,2,3.24582
641,repair,0,2.48012
641,repair,1,4.22299
642,destroy,0,3.27899
642,destroy,1,4.25879
642,destroy,2,3.24582
642,repair,0,2.48012
642,repair,1,4.22299
643,destroy,0,3.27899
643,destroy,1,4.25879
643,destroy,2,3.24582
643,repair,0,2.48012
643,repair,1,4.22299
644,destroy,0,3.27899
644,destroy,1,4.25879
644,destroy,2,3.24582
644,repair,0,2.48012
644,repair,1,4.22299
645,destroy,0,3.27899
645,destroy,1,4.25879
645,destroy,2,3.24582
645,repair,0,2.48012
645,repair,1,4.22299
646,destroy,0,3.27899
646,destroy,1,4.25879
646,destroy,2,3.24582
646,repair,0,2.48012
646,repair,1,4.22299
647,destroy,0,3.27899
647,destroy,1,4.25879
647,destroy,2,3.24582
647,repair,0,2.48012
647,repair,1,4.22299
648,destroy,0,3.27899
648,destroy,1,4.25879
648,destroy,2,3.24582
648,repair,0,2.48012
648,repair,1,4.22299
649,destroy,0,3.27899
649,destroy,1,4.25879
649,destroy,2,3.24582
649,repair,0,2.48012
649,repair,1,4.22299
650,destroy,0,3.27899
650,destroy,1,4.25879
650,destroy,2,3.24582
650,repair,0,2.48012
650,repair,1,4.22299
651,destroy,0,3.27899
651,destroy,1,4.25879
651,destroy,2,3.24582
651,repair,0,2.48012
651,repair,1,4.22299
652,destroy,0,3.27899
652,destroy,1,4.25879
652,destroy,2,3.24582
652,repair,0,2.48012
652,repair,1,4.22299
653,destroy,0,3.27899
653,destroy,1,4.25879
653,destroy,2,3.24582
653,repair,0,2.48012
653,repair,1,4.22299
654,destroy,0,3.27899
654,destroy,1,4.25879
654,destroy,2,3.24582
654,repair,0,2.48012
654,repair,1,4.22299
655,destroy,0,3.27899
655,destroy,1,4.25879
655,destroy,2,3.24582
655,repair,0,2.48012
655,repair,1,4.22299
656,destroy,0,3.27899
656,destroy,1,4.25879
656,destroy,2,3.24582
656,repair,0,2.48012
656,repair,1,4.22299
657,destroy,0,3.27899
657,destroy,1,4.25879
657,destroy,2,3.24582
657,repair,0,2.48012
657,repair,1,4.22299
658,destroy,0,3.27899
658,destroy,1,4.25879
658,destroy,2,3.24582
658,repair,0,2.48012
658,repair,1,4.22299
659,destroy,0,3.27899
659,destroy,1,4.25879
659,destroy,2,3.24582
659,repair,0,2.48012
659,repair,1,4.22299
660,destroy,0,3.27899
660,destroy,1,4.25879
660,destroy,2,3.24582
660,repair,0,2.48012
660,repair,1,4.22299
661,destroy,0,3.27899
661,destroy,1,4.25879
661,destroy,2,3.24582
661,repair,0,2.48012
661,repair,1,4.22299
662,destroy,0,3.27899
662,destroy,1,4.25879
662,destroy,2,3.24582
662,repair,0,2.48012
662,repair,1,4.22299
663,destroy,0,3.27899
663,destroy,1,4.25879
663,destroy,2,3.24582
663,repair,0,2.48012
663,repair,1,4.22299
664,destroy,0,3.27899
664,destroy,1,4.25879
664,destroy,2,3.24582
664,repair,0,2.48012
664,repair,1,4.22299
665,destroy,0,3.27899
665,destroy,1,4.25879
665,destroy,2,3.24582
665,repair,0,2.48012
665,repair,1,4.22299
666,destroy,0,3.27899
666,destroy,1,4.25879
666,destroy,2,3.24582
666,repair,0,2.48012
666,repair,1,4.22299
667,destroy,0,3.27899
667,destroy,1,4.25879
667,destroy,2,3.24582
667,repair,0,2.48012
667,repair,1,4.22299
668,destroy,0,3.27899
668,destroy,1,4.25879
668,destroy,2,3.24582
668,repair,0,2.48012
668,repair,1,4.22299
669,destroy,0,3.27899
669,destroy,1,4.25879
669,destroy,2,3.24582
669,repair,0,2.48012
669,repair,1,4.22299
670,destroy,0,3.27899
670,destroy,1,4.25879
670,destroy,2,3.24582
670,repair,0,2.48012
670,repair,1,4.22299
671,destroy,0,3.27899
671,destroy,1,4.25879
671,destroy,2,3.24582
671,repair,0,2.48012
671,repair,1,4.22299
672,destroy,0,3.27899
672,destroy,1,4.25879
672,destroy,2,3.24582
672,repair,0,2.48012
672,repair,1,4.22299
673,destroy,0,3.27899
673,destroy,1,4.25879
673,destroy,2,3.24582
673,repair,0,2.48012
673,repair,1,4.22299
674,destroy,0,3.27899
674,destroy,1,4.25879
674,destroy,2,3.24582
674,repair,0,2.48012
674,repair,1,4.22299
675,destroy,0,3.27899
675,destroy,1,4.25879
675,destroy,2,3.24582
675,repair,0,2.48012
675,repair,1,4.22299
676,destroy,0,3.27899
676,destroy,1,4.25879
676,destroy,2,3.24582
676,repair,0,2.48012
676,repair,1,4.22299
677,destroy,0,3.27899
677,destroy,1,4.25879
677,destroy,2,3.24582
677,repair,0,2.48012
677,repair,1,4.22299
678,destroy,0,3.27899
678,destroy,1,4.25879
678,destroy,2,3.24582
678,repair,0,2.48012
678,repair,1,4.22299
679,destroy,0,3.27899
679,destroy,1,4.25879
679,destroy,2,3.24582
679,repair,0,2.48012
679,repair,1,4.22299
680,destroy,0,3.27899
680,destroy,1,4.25879
680,destroy,2,3.24582
680,repair,0,2.48012
680,repair,1,4.22299
681,destroy,0,3.27899
681,destroy,1,4.25879
681,destroy,2,3.24582
681,repair,0,2.48012
681,repair,1,4.22299
682,destroy,0,3.27899
682,destroy,1,4.25879
682,destroy,2,3.24582
682,repair,0,2.48012
682,repair,1,4.22299
683,destroy,0,3.27899
683,destroy,1,4.25879
683,destroy,2,3.24582
683,repair,0,2.48012
683,repair,1,4.22299
684,destroy,0,3.27899
684,destroy,1,4.25879
684,destroy,2,3.24582
684,repair,0,2.48012
684,repair,1,4.22299
685,destroy,0,3.27899
685,destroy,1,4.25879
685,destroy,2,3.24582
685,repair,0,2.48012
685,repair,1,4.22299
686,destroy,0,3.27899
686,destroy,1,4.25879
686,destroy,2,3.24582
686,repair,0,2.48012
686,repair,1,4.22299
687,destroy,0,3.27899
687,destroy,1,4.25879
687,destroy,2,3.24582
687,repair,0,2.48012
687,repair,1,4.22299
688,destroy,0,3.27899
688,destroy,1,4.25879
688,destroy,2,3.24582
688,repair,0,2.48012
688,repair,1,4.22299
689,destroy,0,3.27899
689,destroy,1,4.25879
689,destroy,2,3.24582
689,repair,0,2.48012
689,repair,1,4.22299
690,destroy,0,3.27899
690,destroy,1,4.25879
690,destroy,2,3.24582
690,repair,0,2.48012
690,repair,1,4.22299
691,destroy,0,3.27899
691,destroy,1,4.25879
691,destroy,2,3.24582
691,repair,0,2.48012
691,repair,1,4.22299
692,destroy,0,3.27899
692,destroy,1,4.25879
692,destroy,2,3.24582
692,repair,0,2.48012
692,repair,1,4.22299
693,destroy,0,3.27899
693,destroy,1,4.25879
693,destroy,2,3.24582
693,repair,0,2.48012
693,repair,1,4.22299
694,destroy,0,3.27899
694,destroy,1,4.25879
694,destroy,2,3.24582
694,repair,0,2.48012
694,repair,1,4.22299
695,destroy,0,3.27899
695,destroy,1,4.25879
695,destroy,2,3.24582
695,repair,0,2.48012
695,repair,1,4.22299
696,destroy,0,3.27899
696,destroy,1,4.25879
696,destroy,2,3.24582
696,repair,0,2.48012
696,repair,1,4.22299
697,destroy,0,3.27899
697,destroy,1,4.25879
697,destroy,2,3.24582
697,repair,0,2.48012
697,repair,1,4.22299
698,destroy,0,3.27899
698,destroy,1,4.25879
698,destroy,2,3.24582
698,repair,0,2.48012
698,repair,1,4.22299
699,destroy,0,3.27899
699,destroy,1,4.25879
699,destroy,2,3.24582
699,repair,0,2.48012
699,repair,1,4.22299
700,destroy,0,3.55109
700,destroy,1,4.53291
700,destroy,2,3.32124
700,repair,0,2.6321
700,repair,1,4.50069
701,destroy,0,3.55109
701,destroy,1,4.53291
701,destroy,2,3.32124
701,repair,0,2.6321
701,repair,1,4.50069
702,destroy,0,3.55109
702,destroy,1,4.53291
702,destroy,2,3.32124
702,repair,0,2.6321
702,repair,1,4.50069
703,destroy,0,3.55109
703,destroy,1,4.53291
703,destroy,2,3.32124
703,repair,0,2.6321
703,repair,1,4.50069
704,destroy,0,3.55109
704,destroy,1,4.53291
704,destroy,2,3.32124
704,repair,0,2.6321
704,repair,1,4.50069
705,destroy,0,3.55109
705,destroy,1,4.53291
705,destroy,2,3.32124
705,repair,0,2.6321
705,repair,1,4.50069
706,destroy,0,3.55109
706,destroy,1,4.53291
706,destroy,2,3.32124
706,repair,0,2.6321
706,repair,1,4.50069
707,destroy,0,3.55109
707,destroy,1,4.53291
707,destroy,2,3.32124
707,repair,0,2.6321
707,repair,1,4.50069
708,destroy,0,3.55109
708,destroy,1,4.53291
708,destroy,2,3.32124
708,repair,0,2.6321
708,repair,1,4.50069
709,destroy,0,3.55109
709,destroy,1,4.53291
709,destroy,2,3.32124
709,repair,0,2.6321
709,repair,1,4.50069
710,destroy,0,3.55109
710,destroy,1,4.53291
710,destroy,2,3.32124
710,repair,0,2.6321
710,repair,1,4.50069
711,destroy,0,3.55109
711,destroy,1,4.53291
711,destroy,2,3.32124
711,repair,0,2.6321
711,repair,1,4.50069
712,destroy,0,3.55109
712,destroy,1,4.53291
712,destroy,2,3.32124
712,repair,0,2.6321
712,repair,1,4.50069
713,destroy,0,3.55109
713,destroy,1,4.53291
713,destroy,2,3.32124
713,repair,0,2.6321
713,repair,1,4.50069
714,destroy,0,3.55109
714,destroy,1,4.53291
714,destroy,2,3.32124
714,repair,0,2.6321
714,repair,1,4.50069
715,destroy,0,3.55109
715,destroy,1,4.53291
715,destroy,2,3.32124
715,repair,0,2.6321
715,repair,1,4.50069
716,destroy,0,3.55109
716,destroy,1,4.53291
716,destroy,2,3.32124
716,repair,0,2.6321
716,repair,1,4.50069
717,destroy,0,3.55109
717,destroy,1,4.53291
717,destroy,2,3.32124
717,repair,0,2.6321
717,repair,1,4.50069
718,destroy,0,3.55109
718,destroy,1,4.53291
718,destroy,2,3.32124
718,repair,0,2.6321
718,repair,1,4.50069
719,destroy,0,3.55109
719,destroy,1,4.53291
719,destroy,2,3.32124
719,repair,0,2.6321
719,repair,1,4.50069
720,destroy,0,3.55109
720,destroy,1,4.53291
720,destroy,2,3.32124
720,repair,0,2.6321
720,repair,1,4.50069
721,destroy,0,3.55109
721,destroy,1,4.53291
721,destroy,2,3.32124
721,repair,0,2.6321
721,repair,1,4.50069
722,destroy,0,3.55109
722,destroy,1,4.53291
722,destroy,2,3.32124
722,repair,0,2.6321
722,repair,1,4.50069
723,destroy,0,3.55109
723,destroy,1,4.53291
723,destroy,2,3.32124
723,repair,0,2.6321
723,repair,1,4.50069
724,destroy,0,3.55109
724,destroy,1,4.53291
724,destroy,2,3.32124
724,repair,0,2.6321
724,repair,1,4.50069
725,destroy,0,3.55109
725,destroy,1,4.53291
725,destroy,2,3.32124
725,repair,0,2.6321
725,repair,1,4.50069
726,destroy,0,3.55109
726,destroy,1,4.53291
726,destroy,2,3.32124
726,repair,0,2.6321
726,repair,1,4.50069
727,destroy,0,3.55109
727,destroy,1,4.53291
727,destroy,2,3.32124
727,repair,0,2.6321
727,repair,1,4.50069
728,destroy,0,3.55109
728,destroy,1,4.53291
728,destroy,2,3.32124
728,repair,0,2.6321
728,repair,1,4.50069
729,destroy,0,3.55109
729,destroy,1,4.53291
729,destroy,2,3.32124
729,repair,0,2.6321
729,repair,1,4.50069
730,destroy,0,3.55109
730,destroy,1,4.53291
730,destroy,2,3.32124
730,repair,0,2.6321
730,repair,1,4.50069
731,destroy,0,3.55109
731,destroy,1,4.53291
731,destroy,2,3.32124
731,repair,0,2.6321
731,repair,1,4.50069
732,destroy,0,3.55109
732,destroy,1,4.53291
732,destroy,2,3.32124
732,repair,0,2.6321
732,repair,1,4.50069
733,destroy,0,3.55109
733,destroy,1,4.53291
733,destroy,2,3.32124
733,repair,0,2.6321
733,repair,1,4.50069
734,destroy,0,3.55109
734,destroy,1,4.53291
734,destroy,2,3.32124
734,repair,0,2.6321
734,repair,1,4.50069
735,destroy,0,3.55109
735,destroy,1,4.53291
735,destroy,2,3.32124
735,repair,0,2.6321
735,repair,1,4.50069
736,destroy,0,3.55109
736,destroy,1,4.53291
736,destroy,2,3.32124
736,repair,0,2.6321
736,repair,1,4.50069
737,destroy,0,3.55109
737,destroy,1,4.53291
737,destroy,2,3.32124
737,repair,0,2.6321
737,repair,1,4.50069
738,destroy,0,3.55109
738,destroy,1,4.53291
738,destroy,2,3.32124
738,repair,0,2.6321
738,repair,1,4.50069
739,destroy,0,3.55109
739,destroy,1,4.53291
739,destroy,2,3.32124
739,repair,0,2.6321
739,repair,1,4.50069
740,destroy,0,3.55109
740,destroy,1,4.53291
740,destroy,2,3.32124
740,repair,0,2.6321
740,repair,1,4.50069
741,destroy,0,3.55109
741,destroy,1,4.53291
741,destroy,2,3.32124
741,repair,0,2.6321
741,repair,1,4.50069
742,destroy,0,3.55109
742,destroy,1,4.53291
742,destroy,2,3.32124
742,repair,0,2.6321
742,repair,1,4.50069
743,destroy,0,3.55109
743,destroy,1,4.53291
743,destroy,2,3.32124
743,repair,0,2.6321
743,repair,1,4.50069
744,destroy,0,3.55109
744,destroy,1,4.53291
744,destroy,2,3.32124
744,repair,0,2.6321
744,repair,1,4.50069
745,destroy,0,3.55109
745,destroy,1,4.53291
745,destroy,2,3.32124
745,repair,0,2.6321
745,repair,1,4.50069
746,destroy,0,3.55109
746,destroy,1,4.53291
746,destroy,2,3.32124
746,repair,0,2.6321
746,repair,1,4.50069
747,destroy,0,3.55109
747,destroy,1,4.53291
747,destroy,2,3.32124
747,repair,0,2.6321
747,repair,1,4.50069
748,destroy,0,3.55109
748,destroy,1,4.53291
748,destroy,2,3.32124
748,repair,0,2.6321
748,repair,1,4.50069
749,destroy,0,3.55109
749,destroy,1,4.53291
749,destroy,2,3.32124
749,repair,0,2.6321
749,repair,1,4.50069
750,destroy,0,3.55109
750,destroy,1,4.53291
750,destroy,2,3.32124
750,repair,0,2.6321
750,repair,1,4.50069
751,destroy,0,3.55109
751,destroy,1,4.53291
751,destroy,2,3.32124
751,repair,0,2.6321
751,repair,1,4.50069
752,destroy,0,3.55109
752,destroy,1,4.53291
752,destroy,2,3.32124
752,repair,0,2.6321
752,repair,1,4.50069
753,destroy,0,3.55109
753,destroy,1,4.53291
753,destroy,2,3.32124
753,repair,0,2.6321
753,repair,1,4.50069
754,destroy,0,3.55109
754,destroy,1,4.53291
754,destroy,2,3.32124
754,repair,0,2.6321
754,repair,1,4.50069
755,destroy,0,3.55109
755,destroy,1,4.53291
755,destroy,2,3.32124
755,repair,0,2.6321
755,repair,1,4.50069
756,destroy,0,3.55109
756,destroy,1,4.53291
756,destroy,2,3.32124
756,repair,0,2.6321
756,repair,1,4.50069
757,destroy,0,3.55109
757,destroy,1,4.53291
757,destroy,2,3.32124
757,repair,0,2.6321
757,repair,1,4.50069
758,destroy,0,3.55109
758,destroy,1,4.53291
758,destroy,2,3.32124
758,repair,0,2.6321
758,repair,1,4.50069
759,destroy,0,3.55109
759,destroy,1,4.53291
759,destroy,2,3.32124
759,repair,0,2.6321
759,repair,1,4.50069
760,destroy,0,3.55109
760,destroy,1,4.53291
760,destroy,2,3.32124
760,repair,0,2.6321
760,repair,1,4.50069
761,destroy,0,3.55109
761,destroy,1,4.53291
761,destroy,2,3.32124
761,repair,0,2.6321
761,repair,1,4.50069
762,destroy,0,3.55109
762,destroy,1,4.53291
762,destroy,2,3.32124
762,repair,0,2.6321
762,repair,1,4.50069
763,destroy,0,3.55109
763,destroy,1,4.53291
763,destroy,2,3.32124
763,repair,0,2.6321
763,repair,1,4.50069
764,destroy,0,3.55109
764,destroy,1,4.53291
764,destroy,2,3.32124
764,repair,0,2.6321
764,repair,1,4.50069
765,destroy,0,3.55109
765,destroy,1,4.53291
765,destroy,2,3.32124
765,repair,0,2.6321
765,repair,1,4.50069
766,destroy,0,3.55109
766,destroy,1,4.53291
766,destroy,2,3.32124
766,repair,0,2.6321
766,repair,1,4.50069
767,destroy,0,3.55109
767,destroy,1,4.53291
767,destroy,2,3.32124
767,repair,0,2.6321
767,repair,1,4.50069
768,destroy,0,3.55109
768,destroy,1,4.53291
768,destroy,2,3.32124
768,repair,0,2.6321
768,repair,1,4.50069
769,destroy,0,3.55109
769,destroy,1,4.53291
769,destroy,2,3.32124
769,repair,0,2.6321
769,repair,1,4.50069
770,destroy,0,3.55109
770,destroy,1,4.53291
770,destroy,2,3.32124
770,repair,0,2.6321
770,repair,1,4.50069
771,destroy,0,3.55109
771,destroy,1,4.53291
771,destroy,2,3.32124
771,repair,0,2.6321
771,repair,1,4.50069
772,destroy,0,3.55109
772,destroy,1,4.53291
772,destroy,2,3.32124
772,repair,0,2.6321
772,repair,1,4.50069
773,destroy,0,3.55109
773,destroy,1,4.53291
773,destroy,2,3.32124
773,repair,0,2.6321
773,repair,1,4.50069
774,destroy,0,3.55109
774,destroy,1,4.53291
774,destroy,2,3.32124
774,repair,0,2.6321
774,repair,1,4.50069
775,destroy,0,3.55109
775,destroy,1,4.53291
775,destroy,2,3.32124
775,repair,0,2.6321
775,repair,1,4.50069
776,destroy,0,3.55109
776,destroy,1,4.53291
776,destroy,2,3.32124
776,repair,0,2.6321
776,repair,1,4.50069
777,destroy,0,3.55109
777,destroy,1,4.53291
777,destroy,2,3.32124
777,repair,0,2.6321
777,repair,1,4.50069
778,destroy,0,3.55109
778,destroy,1,4.53291
778,destroy,2,3.32124
778,repair,0,2.6321
778,repair,1,4.50069
779,destroy,0,3.55109
779,destroy,1,4.53291
779,destroy,2,3.32124
779,repair,0,2.6321
779,repair,1,4.50069
780,destroy,0,3.55109
780,destroy,1,4.53291
780,destroy,2,3.32124
780,repair,0,2.6321
780,repair,1,4.50069
781,destroy,0,3.55109
781,destroy,1,4.53291
781,destroy,2,3.32124
781,repair,0,2.6321
781,repair,1,4.50069
782,destroy,0,3.55109
782,destroy,1,4.53291
782,destroy,2,3.32124
782,repair,0,2.6321
782,repair,1,4.50069
783,destroy,0,3.55109
783,destroy,1,4.53291
783,destroy,2,3.32124
783,repair,0,2.6321
783,repair,1,4.50069
784,destroy,0,3.55109
784,destroy,1,4.53291
784,destroy,2,3.32124
784,repair,0,2.6321
784,repair,1,4.50069
785,destroy,0,3.55109
785,destroy,1,4.53291
785,destroy,2,3.32124
785,repair,0,2.6321
785,repair,1,4.50069
786,destroy,0,3.55109
786,destroy,1,4.53291
786,destroy,2,3.32124
786,repair,0,2.6321
786,repair,1,4.50069
787,destroy,0,3.55109
787,destroy,1,4.53291
787,destroy,2,3.32124
787,repair,0,2.6321
787,repair,1,4.50069
788,destroy,0,3.55109
788,destroy,1,4.53291
788,destroy,2,3.32124
788,repair,0,2.6321
788,repair,1,4.50069
789,destroy,0,3.55109
789,destroy,1,4.53291
789,destroy,2,3.32124
789,repair,0,2.6321
789,repair,1,4.50069
790,destroy,0,3.55109
790,destroy,1,4.53291
790,destroy,2,3.32124
790,repair,0,2.6321
790,repair,1,4.50069
791,destroy,0,3.55109
791,destroy,1,4.53291
791,destroy,2,3.32124
791,repair,0,2.6321
791,repair,1,4.50069
792,destroy,0,3.55109
792,destroy,1,4.53291
792,destroy,2,3.32124
792,repair,0,2.6321
792,repair,1,4.50069
793,destroy,0,3.55109
793,destroy,1,4.53291
793,destroy,2,3.32124
793,repair,0,2.6321
793,repair,1,4.50069
794,destroy,0,3.55109
794,destroy,1,4.53291
794,destroy,2,3.32124
794,repair,0,2.6321
794,repair,1,4.50069
795,destroy,0,3.55109
795,destroy,1,4.53291
795,destroy,2,3.32124
795,repair,0,2.6321
795,repair,1,4.50069
796,destroy,0,3.55109
796,destroy,1,4.53291
796,destroy,2,3.32124
796,repair,0,2.6321
796,repair,1,4.50069
797,destroy,0,3.55109
797,destroy,1,4.53291
797,destroy,2,3.32124
797,repair,0,2.6321
797,repair,1,4.50069
798,destroy,0,3.55109
798,destroy,1,4.53291
798,destroy,2,3.32124
798,repair,0,2.6321
798,repair,1,4.50069
799,destroy,0,3.55109
799,destroy,1,4.53291
799,destroy,2,3.32124
799,repair,0,2.6321
799,repair,1,4.50069
800,destroy,0,3.69598
800,destroy,1,4.67962
800,destroy,2,3.48911
800,repair,0,2.76889
800,repair,1,4.75062
801,destroy,0,3.69598
801,destroy,1,4.67962
801,destroy,2,3.48911
801,repair,0,2.76889
801,repair,1,4.75062
802,destroy,0,3.69598
802,destroy,1,4.67962
802,destroy,2,3.48911
802,repair,0,2.76889
802,repair,1,4.75062
803,destroy,0,3.69598
803,destroy,1,4.67962
803,destroy,2,3.48911
803,repair,0,2.76889
803,repair,1,4.75062
804,destroy,0,3.69598
804,destroy,1,4.67962
804,destroy,2,3.48911
804,repair,0,2.76889
804,repair,1,4.75062
805,destroy,0,3.69598
805,destroy,1,4.67962
805,destroy,2,3.48911
805,repair,0,2.76889
805,repair,1,4.75062
806,destroy,0,3.69598
806,destroy,1,4.67962
806,destroy,2,3.48911
806,repair,0,2.76889
806,repair,1,4.75062
807,destroy,0,3.69598
807,destroy,1,4.67962
807,destroy,2,3.48911
807,repair,0,2.76889
807,repair,1,4.75062
808,destroy,0,3.69598
808,destroy,1,4.67962
808,destroy,2,3.48911
808,repair,0,2.76889
808,repair,1,4.75062
809,destroy,0,3.69598
809,destroy,1,4.67962
809,destroy,2,3.48911
809,repair,0,2.76889
809,repair,1,4.75062
810,destroy,0,3.69598
810,destroy,1,4.67962
810,destroy,2,3.48911
810,repair,0,2.76889
810,repair,1,4.75062
811,destroy,0,3.69598
811,destroy,1,4.67962
811,destroy,2,3.48911
811,repair,0,2.76889
811,repair,1,4.75062
812,destroy,0,3.69598
812,destroy,1,4.67962
812,destroy,2,3.48911
812,repair,0,2.76889
812,repair,1,4.75062
813,destroy,0,3.69598
813,destroy,1,4.67962
813,destroy,2,3.48911
813,repair,0,2.76889
813,repair,1,4.75062
814,destroy,0,3.69598
814,destroy,1,4.67962
814,destroy,2,3.48911
814,repair,0,2.76889
814,repair,1,4.75062
815,destroy,0,3.69598
815,destroy,1,4.67962
815,destroy,2,3.48911
815,repair,0,2.76889
815,repair,1,4.75062
816,destroy,0,3.69598
816,destroy,1,4.67962
816,destroy,2,3.48911
816,repair,0,2.76889
816,repair,1,4.75062
817,destroy,0,3.69598
817,destroy,1,4.67962
817,destroy,2,3.48911
817,repair,0,2.76889
817,repair,1,4.75062
818,destroy,0,3.69598
818,destroy,1,4.67962
818,destroy,2,3.48911
818,repair,0,2.76889
818,repair,1,4.75062
819,destroy,0,3.69598
819,destroy,1,4.67962
819,destroy,2,3.48911
819,repair,0,2.76889
819,repair,1,4.75062
820,destroy,0,3.69598
820,destroy,1,4.67962
820,destroy,2,3.48911
820,repair,0,2.76889
820,repair,1,4.75062
821,destroy,0,3.69598
821,destroy,1,4.67962
821,destroy,2,3.48911
821,repair,0,2.76889
821,repair,1,4.75062
822,destroy,0,3.69598
822,destroy,1,4.67962
822,destroy,2,3.48911
822,repair,0,2.76889
822,repair,1,4.75062
823,destroy,0,3.69598
823,destroy,1,4.67962
823,destroy,2,3.48911
823,repair,0,2.76889
823,repair,1,4.75062
824,destroy,0,3.69598
824,destroy,1,4.67962
824,destroy,2,3.48911
824,repair,0,2.76889
824,repair,1,4.75062
825,destroy,0,3.69598
825,destroy,1,4.67962
825,destroy,2,3.48911
825,repair,0,2.76889
825,repair,1,4.75062
826,destroy,0,3.69598
826,destroy,1,4.67962
826,destroy,2,3.48911
826,repair,0,2.76889
826,repair,1,4.75062
827,destroy,0,3.69598
827,destroy,1,4.67962
827,destroy,2,3.48911
827,repair,0,2.76889
827,repair,1,4.75062
828,destroy,0,3.69598
828,destroy,1,4.67962
828,destroy,2,3.48911
828,repair,0,2.76889
828,repair,1,4.75062
829,destroy,0,3.69598
829,destroy,1,4.67962
829,destroy,2,3.48911
829,repair,0,2.76889
829,repair,1,4.75062
830,destroy,0,3.69598
830,destroy,1,4.67962
830,destroy,2,3.48911
830,repair,0,2.76889
830,repair,1,4.75062
831,destroy,0,3.69598
831,destroy,1,4.67962
831,destroy,2,3.48911
831,repair,0,2.76889
831,repair,1,4.75062
832,destroy,0,3.69598
832,destroy,1,4.67962
832,destroy,2,3.48911
832,repair,0,2.76889
832,repair,1,4.75062
833,destroy,0,3.69598
833,destroy,1,4.67962
833,destroy,2,3.48911
833,repair,0,2.76889
833,repair,1,4.75062
834,destroy,0,3.69598
834,destroy,1,4.67962
834,destroy,2,3.48911
834,repair,0,2.76889
834,repair,1,4.75062
835,destroy,0,3.69598
835,destroy,1,4.67962
835,destroy,2,3.48911
835,repair,0,2.76889
835,repair,1,4.75062
836,destroy,0,3.69598
836,destroy,1,4.67962
836,destroy,2,3.48911
836,repair,0,2.76889
836,repair,1,4.75062
837,destroy,0,3.69598
837,destroy,1,4.67962
837,destroy,2,3.48911
837,repair,0,2.76889
837,repair,1,4.75062
838,destroy,0,3.69598
838,destroy,1,4.67962
838,destroy,2,3.48911
838,repair,0,2.76889
838,repair,1,4.75062
839,destroy,0,3.69598
839,destroy,1,4.67962
839,destroy,2,3.48911
839,repair,0,2.76889
839,repair,1,4.75062
840,destroy,0,3.69598
